order_id,customer_id,market,segment,channel,category,product_name,purchase_order,order_date,quantity,revenue,entry_category
ORD000064,C0013,Korea,Regular,Boutique,Shoes,Slingback Pumps,3,2024-09-09,1,1072.3,Eyewear
ORD000066,C0014,Hong Kong,New,Boutique,Makeup,Rouge Coco Lipstick,2,2024-04-08,1,53.53,Fragrance
ORD000065,C0014,Hong Kong,New,Department Store,Fragrance,No.5 EDP 50ml,1,2024-11-24,2,348.26,Fragrance
ORD000067,C0015,Australia,Regular,Online,Fragrance,No.5 EDP 50ml,1,2023-08-16,2,355.4,Fragrance
ORD000071,C0016,Australia,Elite,Boutique,Shoes,Sneakers,4,2023-01-31,3,2287.35,Handbags
ORD000073,C0016,Australia,Elite,Boutique,Shoes,Ankle Boots,6,2023-03-04,1,1699.04,Handbags
ORD000070,C0016,Australia,Elite,Boutique,Handbags,19 Bag,3,2023-05-06,1,6709.1,Handbags
ORD000072,C0016,Australia,Elite,Boutique,Ready-to-Wear,Tailored Trousers,5,2023-06-02,1,1784.16,Handbags
ORD000069,C0016,Australia,Elite,Department Store,Jewellery,No.5 Necklace,2,2023-07-22,1,2276.4,Handbags
ORD000068,C0016,Australia,Elite,Department Store,Handbags,Business Affinity,1,2024-08-19,3,7200.0,Handbags
ORD000078,C0017,Macau,Regular,Department Store,Ready-to-Wear,Tailored Trousers,5,2023-02-27,4,2400.0,Skincare
ORD000079,C0017,Macau,Regular,Boutique,Handbags,Business Affinity,6,2023-06-27,1,2400.0,Skincare
ORD000076,C0017,Macau,Regular,Online,Handbags,Business Affinity,3,2023-11-23,1,2400.0,Skincare
ORD000085,C0017,Macau,Regular,Online,Handbags,Deauville Tote,12,2023-11-27,2,2400.0,Skincare
ORD000083,C0017,Macau,Regular,Online,Jewellery,Ultra Bracelet,10,2023-11-28,1,2400.0,Skincare
ORD000077,C0017,Macau,Regular,Boutique,Ready-to-Wear,Camellia Brooch Dress,4,2024-01-02,1,2400.0,Skincare
ORD000084,C0017,Macau,Regular,Boutique,Accessories,CC Hair Clip,11,2024-01-09,1,282.41,Skincare
ORD000082,C0017,Macau,Regular,Department Store,Watches,J12 33mm,9,2024-05-04,1,2400.0,Skincare
ORD000081,C0017,Macau,Regular,Boutique,Accessories,Camellia Brooch,8,2024-05-19,1,626.3,Skincare
ORD000074,C0017,Macau,Regular,Boutique,Skincare,Sublimage Creme,1,2024-07-10,4,2400.0,Skincare
ORD000075,C0017,Macau,Regular,Boutique,Accessories,Leather Gloves,2,2024-07-11,1,514.2,Skincare
ORD000080,C0017,Macau,Regular,Department Store,Ready-to-Wear,Classic Tweed Jacket,7,2024-12-18,3,2400.0,Skincare
ORD000086,C0018,Australia,Regular,Boutique,Gifting,Holiday Collection,1,2024-07-29,3,1388.74,Gifting
ORD000087,C0018,Australia,Regular,Online,Shoes,Slingback Pumps,2,2024-08-26,1,1059.01,Gifting
ORD000095,C0019,Macau,Regular,Boutique,Accessories,Chain Belt,8,2023-11-23,2,1719.64,Fragrance
ORD000090,C0019,Macau,Regular,Boutique,Accessories,Leather Gloves,3,2023-12-06,1,540.04,Fragrance
ORD000092,C0019,Macau,Regular,Department Store,Accessories,Camellia Brooch,5,2023-12-25,1,634.42,Fragrance
ORD000093,C0019,Macau,Regular,Department Store,Shoes,Sneakers,6,2024-02-28,1,778.4,Fragrance
ORD000088,C0019,Macau,Regular,Boutique,Fragrance,Coco Mademoiselle 50ml,1,2024-08-09,4,837.21,Fragrance
ORD000089,C0019,Macau,Regular,Online,Handbags,Coco Handle,2,2024-09-08,1,2400.0,Fragrance
ORD000094,C0019,Macau,Regular,Boutique,Ready-to-Wear,Classic Tweed Jacket,7,2024-10-28,1,2400.0,Fragrance
ORD000091,C0019,Macau,Regular,Online,Ready-to-Wear,Silk Blouse,4,2024-12-26,1,1165.16,Fragrance
ORD000103,C0020,Macau,Elite,Online,Jewellery,Camellia Pendant,8,2023-02-15,1,1529.86,Ready-to-Wear
ORD000105,C0020,Macau,Elite,Boutique,Watches,Boy.Friend,10,2023-03-04,1,7200.0,Ready-to-Wear
ORD000096,C0020,Macau,Elite,Online,Ready-to-Wear,Tailored Trousers,1,2023-04-06,4,7200.0,Ready-to-Wear
ORD000099,C0020,Macau,Elite,Boutique,Jewellery,No.5 Necklace,4,2023-04-09,1,2169.38,Ready-to-Wear
ORD000098,C0020,Macau,Elite,Boutique,Accessories,Leather Gloves,3,2023-07-14,1,528.35,Ready-to-Wear
ORD000101,C0020,Macau,Elite,Boutique,Jewellery,No.5 Necklace,6,2023-10-26,1,2177.44,Ready-to-Wear
ORD000100,C0020,Macau,Elite,Boutique,Gifting,Festive Makeup Set,5,2023-10-29,1,400.0,Ready-to-Wear
ORD000097,C0020,Macau,Elite,Boutique,Makeup,Mascara Volume,2,2024-03-17,1,400.0,Ready-to-Wear
ORD000102,C0020,Macau,Elite,Boutique,Accessories,Logo Scarf,7,2024-11-07,1,415.02,Ready-to-Wear
ORD000104,C0020,Macau,Elite,Boutique,Accessories,Leather Gloves,9,2024-11-14,1,533.34,Ready-to-Wear
ORD000111,C0021,Thailand,Regular,Boutique,Eyewear,Cat Eye,6,2023-01-13,2,999.7,Makeup
ORD000110,C0021,Thailand,Regular,Department Store,Ready-to-Wear,Tailored Trousers,5,2023-03-10,2,2400.0,Makeup
ORD000108,C0021,Thailand,Regular,Online,Makeup,CC Cream,3,2023-06-27,2,150.17,Makeup
ORD000106,C0021,Thailand,Regular,Boutique,Makeup,Les Beiges Foundation,1,2024-05-02,1,100.0,Makeup
ORD000107,C0021,Thailand,Regular,Department Store,Eyewear,Pilot,2,2024-08-07,1,442.53,Makeup
ORD000109,C0021,Thailand,Regular,Department Store,Handbags,22 Bag,4,2024-11-30,2,2400.0,Makeup
ORD000113,C0022,Macau,New,Online,Watches,Boy.Friend,2,2023-04-14,2,600.0,Accessories
ORD000112,C0022,Macau,New,Online,Accessories,Logo Scarf,1,2024-08-19,3,600.0,Accessories
ORD000121,C0023,Australia,VIC,Boutique,Ready-to-Wear,Cashmere Cardigan,8,2023-07-25,1,2366.49,Ready-to-Wear
ORD000116,C0023,Australia,VIC,Online,Fragrance,Chance Eau Tendre 100ml,3,2023-10-03,2,1000.0,Ready-to-Wear
ORD000118,C0023,Australia,VIC,Online,Skincare,Sublimage Eye Cream,5,2023-11-25,1,1000.0,Ready-to-Wear
ORD000114,C0023,Australia,VIC,Boutique,Ready-to-Wear,Cashmere Cardigan,1,2024-04-29,1,2314.52,Ready-to-Wear
ORD000119,C0023,Australia,VIC,Boutique,Accessories,Leather Gloves,6,2024-05-11,1,1000.0,Ready-to-Wear
ORD000120,C0023,Australia,VIC,Department Store,Ready-to-Wear,Little Black Dress,7,2024-06-02,1,4062.97,Ready-to-Wear
ORD000115,C0023,Australia,VIC,Boutique,Shoes,Espadrilles,2,2024-12-11,1,1000.0,Ready-to-Wear
ORD000117,C0023,Australia,VIC,Online,Gifting,Holiday Collection,4,2024-12-13,1,1000.0,Ready-to-Wear
ORD000125,C0024,China,Elite,Boutique,Gifting,Holiday Collection,4,2023-08-08,1,456.82,Shoes
ORD000124,C0024,China,Elite,Boutique,Jewellery,Camellia Pendant,3,2023-09-22,1,1546.07,Shoes
ORD000123,C0024,China,Elite,Boutique,Accessories,Leather Gloves,2,2024-01-17,1,522.67,Shoes
ORD000122,C0024,China,Elite,Boutique,Shoes,Ankle Boots,1,2024-04-20,1,1587.94,Shoes
ORD000127,C0025,Korea,Regular,Boutique,Jewellery,No.5 Necklace,2,2023-01-09,2,2400.0,Accessories
ORD000128,C0025,Korea,Regular,Department Store,Jewellery,Coco Crush Bracelet,3,2024-01-21,1,2400.0,Accessories
ORD000129,C0025,Korea,Regular,Online,Watches,Mademoiselle Prive,4,2024-02-11,3,2400.0,Accessories
ORD000130,C0025,Korea,Regular,Online,Jewellery,Coco Crush Ring,5,2024-08-31,1,1887.9,Accessories
ORD000126,C0025,Korea,Regular,Online,Accessories,Camellia Brooch,1,2024-11-29,3,1887.41,Accessories
ORD000134,C0026,China,New,Online,Jewellery,Camellia Pendant,4,2023-02-06,1,600.0,Makeup
ORD000131,C0026,China,New,Boutique,Makeup,Vitalumiere Aqua,1,2023-09-25,3,249.73,Makeup
ORD000132,C0026,China,New,Online,Fragrance,Coco Mademoiselle 100ml,2,2024-06-13,2,585.8,Makeup
ORD000133,C0026,China,New,Online,Skincare,N1 de CHANEL Serum,3,2024-11-28,1,150.9,Makeup
ORD000139,C0027,China,Elite,Department Store,Gifting,Festive Makeup Set,5,2023-05-01,3,918.84,Jewellery
ORD000138,C0027,China,Elite,Boutique,Fragrance,Bleu de CHANEL 100ml,4,2023-08-17,1,400.0,Jewellery
ORD000135,C0027,China,Elite,Department Store,Jewellery,No.5 Necklace,1,2024-05-02,1,2201.61,Jewellery
ORD000140,C0027,China,Elite,Boutique,Makeup,Mascara Volume,6,2024-05-27,1,400.0,Jewellery
ORD000137,C0027,China,Elite,Boutique,Makeup,CC Cream,3,2024-07-26,2,400.0,Jewellery
ORD000136,C0027,China,Elite,Online,Makeup,No.1 Lip Balm,2,2024-11-04,1,400.0,Jewellery
ORD000152,C0028,China,Regular,Online,Watches,Premiere,12,2023-01-21,1,2400.0,Eyewear
ORD000144,C0028,China,Regular,Boutique,Makeup,Vitalumiere Aqua,4,2023-04-01,1,100.0,Eyewear
ORD000149,C0028,China,Regular,Department Store,Jewellery,Ultra Bracelet,9,2023-07-12,1,2400.0,Eyewear
ORD000150,C0028,China,Regular,Boutique,Accessories,Pearl Earrings,10,2023-08-05,1,487.23,Eyewear
ORD000142,C0028,China,Regular,Boutique,Makeup,Mascara Volume,2,2023-11-20,1,100.0,Eyewear
ORD000141,C0028,China,Regular,Online,Eyewear,Cat Eye,1,2023-12-17,1,541.14,Eyewear
ORD000147,C0028,China,Regular,Online,Handbags,Business Affinity,7,2024-05-30,1,2400.0,Eyewear
ORD000145,C0028,China,Regular,Boutique,Fragrance,No.5 EDP 50ml,5,2024-06-30,1,186.0,Eyewear
ORD000148,C0028,China,Regular,Online,Shoes,Ankle Boots,8,2024-09-02,1,1731.86,Eyewear
ORD000143,C0028,China,Regular,Boutique,Fragrance,No.5 EDP 100ml,3,2024-10-11,2,523.97,Eyewear
ORD000151,C0028,China,Regular,Online,Jewellery,Coco Crush Ring,11,2024-10-17,4,2400.0,Eyewear
ORD000146,C0028,China,Regular,Boutique,Accessories,Pearl Earrings,6,2024-11-23,2,941.96,Eyewear
ORD000156,C0029,China,Elite,Online,Shoes,Two-tone Slingback,4,2023-07-26,1,1301.29,Shoes
ORD000154,C0029,China,Elite,Online,Ready-to-Wear,Little Black Dress,2,2023-10-04,2,7200.0,Shoes
ORD000155,C0029,China,Elite,Boutique,Accessories,Chain Belt,3,2023-10-17,1,868.91,Shoes
ORD000153,C0029,China,Elite,Online,Shoes,Ankle Boots,1,2024-12-03,1,1676.67,Shoes
ORD000160,C0030,Hong Kong,Elite,Boutique,Accessories,Leather Gloves,4,2023-02-10,1,532.4,Handbags
ORD000161,C0030,Hong Kong,Elite,Department Store,Handbags,Business Affinity,5,2023-02-16,1,4365.7,Handbags
ORD000157,C0030,Hong Kong,Elite,Department Store,Handbags,Classic Flap Small,1,2023-08-29,1,7200.0,Handbags
ORD000159,C0030,Hong Kong,Elite,Boutique,Accessories,Logo Scarf,3,2024-10-21,1,403.19,Handbags
ORD000158,C0030,Hong Kong,Elite,Department Store,Watches,Mademoiselle Prive,2,2024-11-16,1,7200.0,Handbags
ORD000162,C0031,Singapore,Regular,Online,Accessories,Chain Belt,1,2023-04-06,1,855.63,Accessories
ORD000163,C0031,Singapore,Regular,Department Store,Shoes,Espadrilles,2,2024-04-12,2,1380.24,Accessories
ORD000165,C0032,China,Elite,Online,Handbags,22 Bag,2,2024-08-27,1,4934.0,Ready-to-Wear
ORD000166,C0032,China,Elite,Boutique,Home,Porcelain Cup Set,3,2024-12-01,1,437.66,Ready-to-Wear
ORD000164,C0032,China,Elite,Boutique,Ready-to-Wear,Camellia Brooch Dress,1,2024-12-13,4,7200.0,Ready-to-Wear
ORD000167,C0033,Thailand,Regular,Department Store,Gifting,No.5 Gift Set,1,2023-02-17,1,361.47,Gifting
ORD000169,C0033,Thailand,Regular,Boutique,Fragrance,No.5 EDP 50ml,3,2024-06-15,1,175.47,Gifting
ORD000168,C0033,Thailand,Regular,Department Store,Eyewear,Pilot,2,2024-06-21,1,480.97,Gifting
ORD000171,C0034,Korea,VIC,Boutique,Jewellery,No.5 Necklace,2,2023-01-12,2,4562.54,Watches
ORD000173,C0034,Korea,VIC,Boutique,Shoes,Ankle Boots,4,2023-08-29,1,1649.75,Watches
ORD000176,C0034,Korea,VIC,Boutique,Fragrance,Coco Mademoiselle 100ml,7,2023-12-16,1,1000.0,Watches
ORD000170,C0034,Korea,VIC,Boutique,Watches,Premiere,1,2024-01-30,2,17458.66,Watches
ORD000177,C0034,Korea,VIC,Boutique,Makeup,Mascara Volume,8,2024-04-29,1,1000.0,Watches
ORD000172,C0034,Korea,VIC,Boutique,Handbags,22 Bag,3,2024-05-18,1,4824.24,Watches
ORD000174,C0034,Korea,VIC,Online,Handbags,22 Bag,5,2024-05-24,1,4823.57,Watches
ORD000175,C0034,Korea,VIC,Boutique,Gifting,Holiday Collection,6,2024-09-10,1,1000.0,Watches
ORD000179,C0035,Macau,Regular,Boutique,Jewellery,Coco Crush Ring,2,2023-02-16,2,2400.0,Skincare
ORD000180,C0035,Macau,Regular,Boutique,Watches,Mademoiselle Prive,3,2024-09-17,1,2400.0,Skincare
ORD000178,C0035,Macau,Regular,Online,Skincare,Sublimage Eye Cream,1,2024-10-10,1,340.75,Skincare
ORD000181,C0036,Macau,Elite,Boutique,Ready-to-Wear,Cashmere Cardigan,1,2024-02-29,1,2441.31,Ready-to-Wear
ORD000182,C0036,Macau,Elite,Online,Handbags,22 Bag,2,2024-04-06,3,7200.0,Ready-to-Wear
ORD000183,C0036,Macau,Elite,Boutique,Eyewear,Pilot,3,2024-07-20,1,479.37,Ready-to-Wear
ORD000184,C0036,Macau,Elite,Boutique,Makeup,Vitalumiere Aqua,4,2024-08-15,1,400.0,Ready-to-Wear
ORD000188,C0037,Hong Kong,New,Online,Ready-to-Wear,Silk Blouse,4,2023-07-25,3,600.0,Eyewear
ORD000186,C0037,Hong Kong,New,Department Store,Jewellery,Camellia Pendant,2,2023-12-18,1,600.0,Eyewear
ORD000185,C0037,Hong Kong,New,Boutique,Eyewear,Shield,1,2024-03-04,3,600.0,Eyewear
ORD000187,C0037,Hong Kong,New,Online,Accessories,Logo Scarf,3,2024-06-08,2,600.0,Eyewear
ORD000193,C0038,China,Regular,Boutique,Shoes,Ankle Boots,5,2023-03-05,1,1701.81,Fragrance
ORD000189,C0038,China,Regular,Boutique,Fragrance,Coco Mademoiselle 100ml,1,2023-07-02,1,284.85,Fragrance
ORD000196,C0038,China,Regular,Department Store,Fragrance,No.5 EDP 50ml,8,2023-11-17,1,182.17,Fragrance
ORD000190,C0038,China,Regular,Department Store,Makeup,CC Cream,2,2023-12-27,2,158.72,Fragrance
ORD000191,C0038,China,Regular,Boutique,Shoes,Ankle Boots,3,2024-06-30,1,1571.67,Fragrance
ORD000192,C0038,China,Regular,Boutique,Handbags,Business Affinity,4,2024-11-17,4,2400.0,Fragrance
ORD000194,C0038,China,Regular,Department Store,Jewellery,Ultra Bracelet,6,2024-11-22,1,2400.0,Fragrance
ORD000195,C0038,China,Regular,Department Store,Accessories,Leather Gloves,7,2024-12-13,1,543.75,Fragrance
ORD000199,C0039,Vietnam,New,Online,Skincare,N1 de CHANEL Serum,3,2023-03-18,1,143.96,Skincare
ORD000200,C0039,Vietnam,New,Boutique,Handbags,Classic Flap Small,4,2023-05-14,1,600.0,Skincare
ORD000197,C0039,Vietnam,New,Department Store,Skincare,Sublimage Creme,1,2023-08-19,2,600.0,Skincare
ORD000198,C0039,Vietnam,New,Department Store,Fragrance,Coco Mademoiselle 50ml,2,2024-07-13,1,198.98,Skincare
ORD000203,C0040,Macau,Regular,Boutique,Ready-to-Wear,Classic Tweed Jacket,3,2023-07-08,1,2400.0,Fragrance
ORD000204,C0040,Macau,Regular,Online,Shoes,Slingback Pumps,4,2023-08-07,3,2400.0,Fragrance
ORD000202,C0040,Macau,Regular,Boutique,Watches,J12 33mm,2,2024-05-17,2,2400.0,Fragrance
ORD000205,C0040,Macau,Regular,Department Store,Gifting,No.5 Gift Set,5,2024-07-28,1,377.94,Fragrance
ORD000201,C0040,Macau,Regular,Online,Fragrance,No.5 EDP 50ml,1,2024-09-03,3,546.24,Fragrance
ORD000206,C0040,Macau,Regular,Department Store,Ready-to-Wear,Camellia Brooch Dress,6,2024-09-20,1,2400.0,Fragrance
ORD000214,C0041,Korea,Regular,Online,Fragrance,No.5 EDP 50ml,8,2023-01-18,2,344.28,Accessories
ORD000213,C0041,Korea,Regular,Online,Skincare,N1 de CHANEL Serum,7,2023-03-14,1,146.89,Accessories
ORD000209,C0041,Korea,Regular,Online,Makeup,CC Cream,3,2023-03-26,2,156.52,Accessories
ORD000212,C0041,Korea,Regular,Boutique,Fragrance,No.5 EDP 50ml,6,2023-06-07,1,174.2,Accessories
ORD000210,C0041,Korea,Regular,Online,Shoes,Espadrilles,4,2023-08-04,1,653.07,Accessories
ORD000208,C0041,Korea,Regular,Boutique,Jewellery,Comete Earrings,2,2024-01-19,1,2400.0,Accessories
ORD000207,C0041,Korea,Regular,Online,Accessories,Pearl Earrings,1,2024-01-31,2,914.37,Accessories
ORD000211,C0041,Korea,Regular,Online,Home,Porcelain Cup Set,5,2024-12-20,1,438.47,Accessories
ORD000215,C0042,Hong Kong,VIC,Boutique,Ready-to-Wear,Little Black Dress,1,2023-03-16,1,4111.73,Ready-to-Wear
ORD000218,C0042,Hong Kong,VIC,Department Store,Watches,Mademoiselle Prive,4,2023-11-02,2,30000.0,Ready-to-Wear
ORD000217,C0042,Hong Kong,VIC,Boutique,Accessories,Leather Gloves,3,2024-06-30,2,1018.68,Ready-to-Wear
ORD000216,C0042,Hong Kong,VIC,Boutique,Jewellery,Ultra Bracelet,2,2024-09-13,1,4877.15,Ready-to-Wear
ORD000220,C0043,Singapore,New,Boutique,Handbags,Classic Flap Small,2,2024-07-14,2,600.0,Eyewear
ORD000219,C0043,Singapore,New,Boutique,Eyewear,Square Acetate,1,2024-07-22,1,483.49,Eyewear
ORD000222,C0044,Korea,Regular,Department Store,Handbags,Business Affinity,2,2023-04-28,2,2400.0,Fragrance
ORD000226,C0044,Korea,Regular,Online,Makeup,Rouge Coco Lipstick,6,2023-11-20,1,100.0,Fragrance
ORD000224,C0044,Korea,Regular,Boutique,Jewellery,Coco Crush Bracelet,4,2023-12-05,1,2400.0,Fragrance
ORD000223,C0044,Korea,Regular,Online,Accessories,CC Hair Clip,3,2024-04-17,1,271.53,Fragrance
ORD000225,C0044,Korea,Regular,Boutique,Accessories,Pearl Earrings,5,2024-05-12,1,483.15,Fragrance
ORD000221,C0044,Korea,Regular,Boutique,Fragrance,No.5 EDP 50ml,1,2024-06-08,1,182.1,Fragrance
ORD000228,C0045,Vietnam,New,Department Store,Jewellery,Coco Crush Bracelet,2,2024-01-03,1,600.0,Fragrance
ORD000227,C0045,Vietnam,New,Online,Fragrance,No.5 EDP 50ml,1,2024-01-04,2,373.6,Fragrance
ORD000230,C0046,Hong Kong,Elite,Online,Watches,Mademoiselle Prive,2,2023-03-19,2,7200.0,Watches
ORD000229,C0046,Hong Kong,Elite,Online,Watches,Mademoiselle Prive,1,2023-05-24,1,7200.0,Watches
ORD000235,C0046,Hong Kong,Elite,Boutique,Shoes,Sneakers,7,2023-05-30,1,779.04,Watches
ORD000232,C0046,Hong Kong,Elite,Boutique,Jewellery,No.5 Necklace,4,2023-06-02,2,4308.04,Watches
ORD000231,C0046,Hong Kong,Elite,Online,Watches,Premiere,3,2023-08-06,2,7200.0,Watches
ORD000236,C0046,Hong Kong,Elite,Department Store,Ready-to-Wear,Little Black Dress,8,2024-01-14,2,7200.0,Watches
ORD000233,C0046,Hong Kong,Elite,Department Store,Handbags,Classic Flap Small,5,2024-06-06,1,7200.0,Watches
